PO_Number,PO_Line_Number,PO_Date,PO_Fiscal_Year,PO_Type,PO_Line_Spend,PO_Line_Currency,PO_Line_Item,PO_Line_Unit_Price,PO_Line_Qty,PO_Line_UoM,PO_Line_Vendor,PO_Line_L4_Category,PO_Line_L2_Category,PO_Line_L1_Category,PO_Payment_Term,PO_Line_BU,PO_Line_L3_Category
215.,215_1,04-28-2014,2013-2014,NON-IT Goods,"$5,321.12",USD,Implement Parts,"$5,321.12",1.,Each,RDO Equipment Co.,Metal screw machine made parts,Machine made parts,Manufacturing Components and Supplies,NET 45 DAYS,Fish and Wildlife,Screw machine made parts
222.,222_2,05-28-2014,2013-2014,IT Goods,"$120,204.00",USD,"Item #7 of Cost Worksheet ""Attachment #1""","$120,204.00",1.,Each,Scantron Corporation,Scanners,Computer Equipment and Accessories,Information Technology Broadcasting and Telecommunications,PCARD,Corrections and Rehabilitation,Computer data input devices
224.,224_4,04-29-2014,2013-2014,IT Goods,$1.04,USD,Core i7-13 Blu Label,$0.26,4.,Each,"Western Blue, an NWN Company",Computer support parts or accessories,Commercial and industrial furniture,Furniture and Furnishings,NET 30 DAYS,Fish and Wildlife,Computer support furniture
224.,224_8,04-29-2014,2013-2014,IT Goods,$585.00,USD,HP 90w Docking Station,$146.25,4.,Each,"Western Blue, an NWN Company",Computer support parts or accessories,Commercial and industrial furniture,Furniture and Furnishings,NET 30 DAYS,Fish and Wildlife,Computer support furniture
225.,225_1,04-30-2014,2013-2014,IT Goods,"$6,920.91",USD,Wilson AG Pro Quint  Lightnin Surge Protector  J Pipe Universal Antenna Mount  Wilson 461104 AG Pro Quint Kit     Set of 9,"$6,920.91",1.,Each,Powerful Signal LLC,Phone antenna,Communications Devices and Accessories,Information Technology Broadcasting and Telecommunications,NET 45 DAYS,Parks & Recreation,Personal communications device accessories or parts
228.,228_2,09-05-2014,2013-2014,IT Goods,$99.98,USD,Input Panel Cover,$49.99,2.,Each,Straight-Line Solutions,GSM UMT LAN antenna,Data Voice or Multimedia Network Equipment or Platforms and Accessories,Information Technology Broadcasting and Telecommunications,NET 60 DAYS,High Speed Rail Authority,Digital mobile network infrastructure equipment and components
228.,228_6,09-05-2014,2013-2014,IT Goods,$119.78,USD,Wireless LAN Module,$59.89,2.,Each,Straight-Line Solutions,GSM UMT LAN antenna,Data Voice or Multimedia Network Equipment or Platforms and Accessories,Information Technology Broadcasting and Telecommunications,NET 60 DAYS,High Speed Rail Authority,Digital mobile network infrastructure equipment and components
229.,229_3,01-05-2014,2013-2014,NON-IT Goods,"$21,989.00",USD,Hand Held Radio for Security and Emergency Communication,"$21,989.00",1.,Each,Advanced Communications,Radio antennas,Data Voice or Multimedia Network Equipment or Platforms and Accessories,Information Technology Broadcasting and Telecommunications,NET 45 DAYS,Veterans Affairs,Fixed network equipment and components
232.,232_1,06-05-2014,2013-2014,NON-IT Goods,"$14,250.00",USD,Fish Food - Fish Springs Hatchery,$0.48,30000.,Each,"Nelson & Sons, Inc",Fish food pellets,Animal feed,Live Plant and Animal Material and Accessories and Supplies,NET 45 DAYS,Fish and Wildlife,Fish food
234.,234_2,05-14-2014,2013-2014,NON-IT Goods,"$3,037.98",USD,ULTRA LOW SULFUR DIESEL FUEL,$3.28,925.,Each,Pinnacle Petroleum,Diesel fuel,Fuels,Fuels and Fuel Additives and Lubricants and Anti corrosive Materials,NET 45 DAYS,Fish and Wildlife,Petroleum and distillates
236.,236_1,07-05-2014,2013-2014,NON-IT Services,"$33,388.00",USD,IRRIGATION,"$33,388.00",1.,Each,"L. A. Thompson Construction, INC",Irrigation trickles,Agricultural and forestry and landscape machinery and equipment,Farming and Fishing and Forestry and Wildlife Machinery and Accessories,NET 30 DAYS,Transportation,Agricultural machinery for soil preparation
239.,239_2,08-05-2014,2013-2014,IT Goods,$523.72,USD,SOFTWARE UPGRADE,$261.86,2.,Each,JAMES E MALONEY,Software patches or upgrades,Computer services,Engineering and Research and Technology Based Services,PCARD,Fish and Wildlife,Software maintenance and support
241.,241_1,09-05-2014,2013-2014,NON-IT Goods,"$3,960.00",USD,File Bin,$360.00,11.,Each,Prison Industry Authority,Filing cabinets or accesories,Accommodation furniture,Furniture and Furnishings,NET 60 DAYS,Fish and Wildlife,Office furniture
242.,242_2,11-05-2014,2013-2014,IT Goods,$-,USD,U.S. Production Support/Subscription for VMware vSphere 5 EnterprisePlus for 1 processor for 1 Year,$-,16.,Each,PATRIOT IT CORPORATION,Maintenance or support fees,Computer services,Engineering and Research and Technology Based Services,NET 45 DAYS,Social Services,Software maintenance and support
246.,246_1,12-05-2014,2013-2014,NON-IT Goods,$426.58,USD,"FREEZER, FRIDGE AND INCUBATOR THERMOMETERS",$426.58,1.,Each,"TAGG Industries, Inc.",Laboratory freezer or refrigerator thermometers,Measuring and observing and testing instruments,Laboratory and Measuring and Observing and Testing Equipment,NET 30 DAYS,Correctional Health Care Services,Temperature and heat measuring instruments
250.,250_2,05-15-2014,2013-2014,NON-IT Goods,"$38,475.00",USD,4.5MM Trout Floating Fish Food,$0.48,81000.,Each,"Nelson & Sons, Inc",Fish food pellets,Animal feed,Live Plant and Animal Material and Accessories and Supplies,NET 60 DAYS,Fish and Wildlife,Fish food
251.,251_4,05-15-2014,2013-2014,NON-IT Goods,"$5,776.00",USD,Fish Food,$0.72,8000.,Each,"Nelson & Sons, Inc",Fish food pellets,Animal feed,Live Plant and Animal Material and Accessories and Supplies,NET 30 DAYS,Fish and Wildlife,Fish food
253.,253_1,05-15-2014,2013-2014,NON-IT Goods,"$19,950.00",USD,Dry Fish Food,"$19,950.00",1.,Each,"Nelson & Sons, Inc",Fish food pellets,Animal feed,Live Plant and Animal Material and Accessories and Supplies,NET 60 DAYS,Fish and Wildlife,Fish food
254.,254_4,05-15-2014,2013-2014,NON-IT Goods,"$17,100.00",USD,EXT Trout Floating 2.55MM (CLIN#FS-PR-2004),$0.57,30000.,Each,"Nelson & Sons, Inc",Fish food flakes,Animal feed,Live Plant and Animal Material and Accessories and Supplies,NET 30 DAYS,Fish and Wildlife,Fish food
257.,257_1,05-13-2013,2012-2013,IT Goods,"$4,710.00",USD,DIGITAL COPIER/PRINTER/SCANNER,"$4,710.00",1.,Each,Sharp Electronics Corporation,Printer or copier paper,Paper products,Paper Materials and Products,NET 45 DAYS,Forestry and Fire Protection,Printing and writing paper
257.,257_5,05-13-2013,2012-2013,IT Goods,"$2,142.00",USD,"HIGH VOLUME MAINTENANCE 35,000 COPIES PER MONTH - TAXABLE AMOUNT ($102 X35% = $",$35.70,60.,Each,Sharp Electronics Corporation,Printer maintenance,Computer services,Engineering and Research and Technology Based Services,NET 45 DAYS,Forestry and Fire Protection,Computer hardware maintenance and support
258.,258_2,05-04-2013,2012-2013,NON-IT Goods,$48.62,USD,Oil Change,$48.62,1.,Each,NOR CAL PERFORMANCE,Oil or transmission fluid change services,Transportation repair or maintenance services,Transportation and Storage and Mail Services,NET 30 DAYS,Pesticide Regulation,Vehicle maintenance and repair services
258.,258_6,05-29-2013,2012-2013,NON-IT Services,"$5,000.00",USD,Extend term by 3 mths and add funds,"$5,000.00",1.,Each,C&C EXPRESS Delivery,Mailing or mail pick up or delivery services,Mail and cargo transport,Transportation and Storage and Mail Services,NET 30 DAYS,Controller,Postal and small parcel and courier services
262.,262_1,05-04-2013,2012-2013,NON-IT Goods,$597.84,USD,Replaced 4 tires,$149.46,4.,Each,Goodyear Auto Service Center,Automobile or light truck tires,Transportation components and systems,Commercial and Military and Private Vehicles and their Accessories and Components,Unspecified,Pesticide Regulation,Tires and tire tubes
266.,266_1,09-04-2013,2012-2013,NON-IT Goods,"$2,911.92",USD,Toner,"$2,911.92",1.,Each,Technology Integration Group,Printer or facsimile toner,Office machines and their supplies and accessories,Office Equipment and Accessories and Supplies,PCARD,Correctional Health Care Services,Printer and facsimile and photocopier supplies
272.,272_1,05-16-2014,2013-2014,NON-IT Services,"$15,000.00",USD,Portable truck scale certification,"$15,000.00",1.,Each,COUNTY OF STANISLAUS,Truck or rail scales,Measuring and observing and testing instruments,Laboratory and Measuring and Observing and Testing Equipment,NET 45 DAYS,Transportation,Weight measuring instruments
275.,275_3,02-06-2014,2013-2014,NON-IT Goods,"$119,896.92",USD,"Track Type,Bulldozer as described on the attached Specification Number 2410-2765,       (550-13-10270-02 ofthree (3) pages, dated March 20,2014.","$119,896.92",1.,Each,GP Development,Track bulldozers,Heavy construction machinery and equipment,Building and Construction Machinery and Accessories,NET 45 DAYS,Parks & Recreation,Earth moving machinery
276.,276_4,11-04-2013,2012-2013,IT Services,"$9,278.40",USD,Dynamics SL Enhancement Renewal,"$9,278.40",1.,Each,Tectura,Project management software,Software,Information Technology Broadcasting and Telecommunications,NET 30 DAYS,Tahoe Conservancy,Business function specific software
278.,278_2,05-22-2014,2013-2014,IT Services,$-,USD,Customization of Application,$-,1.,Each,"International Business Information Technologies, Inc. dba LEFTA Systems",Computer based training software,Software,Information Technology Broadcasting and Telecommunications,NET 45 DAYS,Parks & Recreation,Educational or reference software
279.,279_1,12-04-2013,2012-2013,NON-IT Services,"$39,188.00",USD,"garbage collection, removal and disposal servcies","$39,188.00",1.,Each,Waste Connections Inc d/b/a SEI Solid Waste,Garbage collection or destruction or processing or disposal,Refuse disposal and treatment,Industrial Cleaning Services,NET 30 DAYS,Corrections and Rehabilitation,Refuse collection and disposal
279.,279_5,06-05-2015,2014-2015,NON-IT Goods,"$2,207.00",USD,2015 pocket part updates,"$2,207.00",1.,Each,Thomson Reuters,Government reference guides,Developmental and professional teaching aids and materials and accessories and supplies,Musical Instruments and Games and Toys and Arts and Crafts and Educational Equipment and Materials and Accessories and Supplies,NET 30 DAYS,Pesticide Regulation,Political science
280.,280_3,05-22-2014,2013-2014,NON-IT Goods,"$6,750.00",USD,"Concrete to an area of 150"" x 5"" x 4"" thick with 1/2rebar 24""","$6,750.00",1.,Each,"Big Dog Equipment Services, Inc.",Ready mix concrete,Concrete and cement and plaster,Structures and Building and Construction and Manufacturing Components and Supplies,NET 45 DAYS,Veterans Affairs,Concrete and mortars
281.,281_3,05-22-2014,2013-2014,NON-IT Goods,"$10,950.00",USD,Excavation of soil for 60' x 24' building,"$10,950.00",1.,Each,Louis Todd Corporation,Soil testing kits,Measuring and observing and testing instruments,Laboratory and Measuring and Observing and Testing Equipment,NET 45 DAYS,Veterans Affairs,Soil measuring equipment
282.,282_3,05-27-2014,2013-2014,IT Goods,$7.43,USD,HP 1.83m 10A C13-UL US Pwr cord (NEMA),$7.43,1.,Each,ADVANCED TECHNICAL SOLUTIONS INC,Computer servers,Computer Equipment and Accessories,Information Technology Broadcasting and Telecommunications,Unspecified,High Speed Rail Authority,Computers
282.,282_7,05-27-2014,2013-2014,IT Goods,"$1,481.00",USD,HP DL380p Gen8 E5-2670 FIO Kit,"$1,481.00",1.,Each,ADVANCED TECHNICAL SOLUTIONS INC,Computer servers,Computer Equipment and Accessories,Information Technology Broadcasting and Telecommunications,Unspecified,High Speed Rail Authority,Computers
282.,282_11,05-27-2014,2013-2014,IT Goods,"$1,266.42",USD,HP 1.2TB 6G SAF 10K 2.5in DP ENT SC HDD,$633.21,2.,Each,ADVANCED TECHNICAL SOLUTIONS INC,Computer servers,Computer Equipment and Accessories,Information Technology Broadcasting and Telecommunications,Unspecified,High Speed Rail Authority,Computers
282.,282_15,05-27-2014,2013-2014,IT Goods,$70.99,USD,HP 2U SFF Bal Bearing Rail Gen8 kit,$70.99,1.,Each,ADVANCED TECHNICAL SOLUTIONS INC,Computer servers,Computer Equipment and Accessories,Information Technology Broadcasting and Telecommunications,Unspecified,High Speed Rail Authority,Computers
282.,282_19,05-27-2014,2013-2014,IT Goods,$248.12,USD,HP 512MB FBMC for P-Seris Smart Array,$248.12,1.,Each,ADVANCED TECHNICAL SOLUTIONS INC,Computer servers,Computer Equipment and Accessories,Information Technology Broadcasting and Telecommunications,Unspecified,High Speed Rail Authority,Computers
282.,282_23,07-05-2015,2014-2015,NON-IT Goods,"$39,074.40",USD,hose for wild land fire,"$39,074.40",1.,Each,Fire Etc.,Fire hoses or nozzles,Fire protection,Defense and Law Enforcement and Security and Safety Equipment and Supplies,Unspecified,Forestry and Fire Protection,Fire fighting equipment
283.,283_4,07-05-2015,2014-2015,NON-IT Goods,"$6,700.00",USD,Extr 450 3/32 floating bulk fish food,$67.00,100.,Each,"Rangen, Inc.",Fish food pellets,Animal feed,Live Plant and Animal Material and Accessories and Supplies,Unspecified,Fish and Wildlife,Fish food
284.,284_2,04-24-2013,2012-2013,IT Services,"$103,866.32",USD,"Informatica Persistent Data Masking (4-7) per CPU-cores, Multi-core,Multi-OS Production License        0000009575-0001","$25,966.58",4.,Each,En Pointe Technologies,Project management software,Software,Information Technology Broadcasting and Telecommunications,NET 60 DAYS,Child Support Services,Business function specific software
284.,284_6,04-24-2013,2012-2013,IT Services,"$17,370.08",USD,Training Credits - Tier 2 - Qty 264        0000008819-0000,"$17,370.08",1.,Each,En Pointe Technologies,Project management software,Software,Information Technology Broadcasting and Telecommunications,NET 60 DAYS,Child Support Services,Business function specific software
284.,284_10,04-24-2013,2012-2013,IT Services,$-,USD,PowerExchange for SQL Server Data Types (per Environment) Production License        0000008243-0001,$-,1.,Each,En Pointe Technologies,Project management software,Software,Information Technology Broadcasting and Telecommunications,NET 60 DAYS,Child Support Services,Business function specific software
284.,284_14,07-05-2015,2014-2015,NON-IT Goods,"$9,450.00",USD,Extr 450 4.8 floating feed,$63.00,150.,Each,"Rangen, Inc.",Fish food pellets,Animal feed,Live Plant and Animal Material and Accessories and Supplies,NET 60 DAYS,Fish and Wildlife,Fish food
286.,286_1,07-05-2015,2014-2015,NON-IT Goods,"$9,209.70",USD,GPS Map 64st US Model,$306.99,30.,Each,American Rod & Gun,Vehicular global positioning systems,Transportation components and systems,Commercial and Military and Private Vehicles and their Accessories and Components,NET 45 DAYS,Fish and Wildlife,Location and navigation systems and components
287.,287_1,04-22-2013,2012-2013,NON-IT Goods,"$21,816.00",USD,Vehicle,"$21,816.00",1.,Each,Elk Grove Auto Group,Light trucks or sport utility vehicles,Motor vehicles,Commercial and Military and Private Vehicles and their Accessories and Components,Unspecified,Fish and Wildlife,Passenger motor vehicles
289.,289_2,05-22-2014,2013-2014,NON-IT Services,"$15,029.00",USD,Provide Medical Examinations to CalTrans District 7,"$15,029.00",1.,Each,"US Healthworks Medical Group, PC",Medical exam or non surgical procedure gloves,Medical apparel and textiles,Medical Equipment and Accessories and Supplies,NET 30 DAYS,Transportation,Medical gloves and accessories
291.,291_1,04-23-2013,2012-2013,NON-IT Services,"$422,250.00",USD,wet dry garbage collection,"$422,250.00",1.,Each,BENZ SANITATION INC,Garbage collection or destruction or processing or disposal,Refuse disposal and treatment,Industrial Cleaning Services,NET 60 DAYS,Corrections and Rehabilitation,Refuse collection and disposal
293.,293_1,04-23-2013,2012-2013,NON-IT Goods,"$13,293.20",USD,4.5MM Trout,"$13,293.20",1.,Each,"Nelson & Sons, Inc",Fish food pellets,Animal feed,Live Plant and Animal Material and Accessories and Supplies,NET 30 DAYS,Fish and Wildlife,Fish food
294.,294_1,04-23-2013,2012-2013,NON-IT Goods,"$21,824.75",USD,"2013 Ram 1500 4WD Crew Cab 140.5"" Tradesman w/quoted StandardEquipo - color: Reflective White and Tire Fee","$21,824.75",1.,Each,Winner Chevrolet,Light trucks or sport utility vehicles,Motor vehicles,Commercial and Military and Private Vehicles and their Accessories and Components,NET 45 DAYS,Fish and Wildlife,Passenger motor vehicles
296.,296_1,04-23-2013,2012-2013,IT Goods,"$21,824.75",USD,"New truck for the Blythe Field office, Dodge Ram 1500 3.6 L Full sizepickup, 4X4 Crew Cab, short box, 300 Horsepower, E85 fueled, 140""WB, 6500LB GVWR, in accordance with Specification 2310-2152 Dated 9/6/12and Tire fee of $ 8.75","$21,824.75",1.,Each,Elk Grove Auto Group,Light trucks or sport utility vehicles,Motor vehicles,Commercial and Military and Private Vehicles and their Accessories and Components,Unspecified,Fish and Wildlife,Passenger motor vehicles
297.,297_3,04-23-2013,2012-2013,NON-IT Goods,$8.75,USD,Tire Fee,$8.75,1.,Each,Winner Chevrolet,Light trucks or sport utility vehicles,Motor vehicles,Commercial and Military and Private Vehicles and their Accessories and Components,Unspecified,Fish and Wildlife,Passenger motor vehicles
298.,298_3,04-23-2013,2012-2013,NON-IT Goods,"$1,823.20",USD,Sales Tax on Vehicle & Doc Fee Only-8.0%,"$1,823.20",1.,Each,DOWNTOWN FORD SALES,Light trucks or sport utility vehicles,Motor vehicles,Commercial and Military and Private Vehicles and their Accessories and Components,NET 45 DAYS,Fish and Wildlife,Passenger motor vehicles
299.,299_2,04-23-2013,2012-2013,NON-IT Goods,"$24,834.75",USD,Ford F250 4x4 Crew Cab,"$24,834.75",1.,Each,DOWNTOWN FORD SALES,Light trucks or sport utility vehicles,Motor vehicles,Commercial and Military and Private Vehicles and their Accessories and Components,NET 45 DAYS,Fish and Wildlife,Passenger motor vehicles
301.,301_1,04-24-2013,2012-2013,NON-IT Services,"$30,000.00",USD,"The mission of Camp SEA Lab (âScience, Education, andAdventureâ) is to provide unique residential and single-dayeducational experiences for youth, their families, and their teachers byfostering life-long excitement, scientific understanding","$30,000.00",1.,Each,University Corporation at Monterey Bay,Environmental teaching aids or materials,Developmental and professional teaching aids and materials and accessories and supplies,Musical Instruments and Games and Toys and Arts and Crafts and Educational Equipment and Materials and Accessories and Supplies,NET 45 DAYS,Coastal Commission,Technology teaching aids and materials
303.,303_2,08-05-2015,2014-2015,NON-IT Goods,"$9,646.70",USD,8 passenger shuttle cart,"$9,646.70",1.,Each,cottonwood electric cart service inc,Golf carts,Motor vehicles,Commercial and Military and Private Vehicles and their Accessories and Components,NET 45 DAYS,Corrections and Rehabilitation,Specialized and recreational vehicles
304.,304_3,05-30-2014,2013-2014,IT Services,"$16,250.00",USD,SOFTWARE SUPPORT:  Citrix Xendesktop Premier Support Renewal,"$16,250.00",1.,Each,Granite Data Solutions,Maintenance or support fees,Computer services,Engineering and Research and Technology Based Services,NET 45 DAYS,Social Services,Software maintenance and support
305.,305_1,01-22-2015,2014-2015,IT Services,"$25,879.06",USD,"Hardware Maintenance Service -  Optional Year 3:  Fiscal Year 2014/2015   Period: May 1, 2015 - April 30, 2016","$25,879.06",1.,Each,RC Electronics International,Computer hardware maintenance support service,Computer services,Engineering and Research and Technology Based Services,NET 60 DAYS,Social Services,System and system component administration services
308.,308_1,11-05-2015,2014-2015,NON-IT Goods,"$11,200.00",USD,Drop off crates/pick up 184pheasants                           11/12/15 â 11/13/15 Drop off crates/pick up 258pheasants                           12/03/15 â 12/04/15 Drop off crates/pick up 206pheasants                            12/10/,$16.00,700.,Each,ACE HIGH ADVENTURES INC,Live pheasants,Live animals,Live Plant and Animal Material and Accessories and Supplies,NET 60 DAYS,Fish and Wildlife,Birds and fowl
312.,312_2,11-05-2015,2014-2015,IT Goods,"$2,452.99",USD,HP Color Laserjet M651dn Printer,"$2,452.99",1.,Each,Technology Integration Group,Printer or copier paper,Paper products,Paper Materials and Products,NET 45 DAYS,Forestry and Fire Protection,Printing and writing paper
314.,314_1,01-05-2013,2012-2013,NON-IT Goods,$5.50,USD,Keys,$2.75,2.,Each,BODE & BODE,Keys,Security surveillance and detection,Defense and Law Enforcement and Security and Safety Equipment and Supplies,NET 45 DAYS,Pesticide Regulation,Locks and security hardware and accessories
315.,315_2,05-13-2015,2014-2015,NON-IT Goods,$-282.50,USD,"10% Bulk Discount-How to Take a Case Before the NLRB, Eighth Edition,with 2011 Supplement, Book w/Supplement",$-56.50,5.,Each,Unknown,Law book,Printed media,Published Products,NET 30 DAYS,Agricultural Labor Relations Board,Printed publications
316.,316_1,10-05-2013,2012-2013,IT Services,$720.00,USD,Maintenance - CX-2B15-146,$24.00,30.,Each,Vilis Systems,Hard disk drive array towers,Components for information technology or broadcasting or telecommunications,Information Technology Broadcasting and Telecommunications,NET 30 DAYS,Statewide Health Planning & Development,Chassis components
316.,316_5,10-05-2013,2012-2013,IT Services,"$4,140.00",USD,Maintenance - CX-2G10-300,$23.00,180.,Each,Vilis Systems,Hard disk drive array towers,Components for information technology or broadcasting or telecommunications,Information Technology Broadcasting and Telecommunications,NET 30 DAYS,Statewide Health Planning & Development,Chassis components
318.,318_3,07-05-2013,2012-2013,IT Services,"$1,504.80",USD,Catalog Express Lite,"$1,504.80",1.,Each,IHS Global Inc,Periodicals,Printed media,Published Products,Unspecified,Water Resources,Printed publications
318.,318_7,07-05-2013,2012-2013,IT Services,"$1,730.90",USD,NACE International Collection,"$1,730.90",1.,Each,IHS Global Inc,Periodicals,Printed media,Published Products,Unspecified,Water Resources,Printed publications
318.,318_11,07-05-2013,2012-2013,IT Services,"$24,493.85",USD,ASTM International Collection,"$24,493.85",1.,Each,IHS Global Inc,Periodicals,Printed media,Published Products,Unspecified,Water Resources,Printed publications
318.,318_15,07-05-2013,2012-2013,IT Services,"$9,201.70",USD,AWWA-American Water Works Assn. Collect,"$9,201.70",1.,Each,IHS Global Inc,Periodicals,Printed media,Published Products,Unspecified,Water Resources,Printed publications
318.,318_19,05-30-2014,2013-2014,IT Goods,$299.00,USD,Survey Software,$299.00,1.,Each,SurveyMonkey.Com,Human resources software,Software,Information Technology Broadcasting and Telecommunications,Unspecified,Pesticide Regulation,Business function specific software
319.,319_3,05-13-2015,2014-2015,NON-IT Goods,"$2,795.00",USD,24x36 carport,"$2,795.00",1.,Each,Mountain Mechanic,Garage door component,Doors and windows and glass,Structures and Building and Construction and Manufacturing Components and Supplies,NET 60 DAYS,Parks & Recreation,Garage doors and operators
319.,319_7,05-13-2015,2014-2015,NON-IT Goods,$150.00,USD,connector,$150.00,1.,Each,Mountain Mechanic,Trailer Connector,Hardware,Manufacturing Components and Supplies,NET 60 DAYS,Parks & Recreation,Connectors
322.,322_3,05-13-2015,2014-2015,NON-IT Goods,"$17,600.00",USD,fish feed,$0.55,32000.,Each,"Nelson & Sons, Inc",Fish food pellets,Animal feed,Live Plant and Animal Material and Accessories and Supplies,NET 30 DAYS,Fish and Wildlife,Fish food
327.,327_1,05-30-2014,2013-2014,NON-IT Goods,$14.00,USD,Cubicle Keys,$14.00,1.,Each,CUBICLEKEYS.COM,Square key,Hardware,Manufacturing Components and Supplies,NET 30 DAYS,Pesticide Regulation,Retaining hardware
327.,327_5,05-08-2014,2014-2015,IT Services,"$79,152.00",USD,Oncontact licenses.,$791.52,100.,Each,Oncontact Software Corporation,Inventory management software,Software,Information Technology Broadcasting and Telecommunications,NET 30 DAYS,Managed Health Care,Business function specific software
328.,328_4,09-24-2014,2014-2015,NON-IT Goods,"$484,312.50",USD,"Sonar One, Fluridone 40 LB Pail","$1,291.50",375.,Each,California Veteran Supply Inc.,Weed killer,Fertilizers and plant nutrients and herbicides,Live Plant and Animal Material and Accessories and Supplies,NET 30 DAYS,Parks & Recreation,Herbicides
330.,330_2,01-06-2014,2013-2014,NON-IT Goods,"$796,191.00",USD,"Floating Restrooms     1700-702.00-61001=$214,830.00     1700-702.00-68101=$644,490.00","$72,381.00",11.,Each,"Topper Industries, Ind",Restroom partitions,Plumbing fixtures,Structures and Building and Construction and Manufacturing Components and Supplies,NET 45 DAYS,Parks & Recreation,Sanitary ware
332.,332_2,08-05-2013,2012-2013,IT Services,"$1,200.00",USD,ACL Premium Support Renewal-Network      BILL 4100/40340,"$1,200.00",1.,Each,ACL Services Ltd.,Inventory management software,Software,Information Technology Broadcasting and Telecommunications,NET 30 DAYS,Managed Health Care,Business function specific software
333.,333_1,03-06-2014,2013-2014,NON-IT Goods,"$8,567.50",USD,"Grinding wheel, etc.","$8,567.50",1.,Each,Pereira Sales Company,Grinding wheel dressers,Lapidary machinery and equipment,Industrial Manufacturing and Processing Machinery and Accessories,NET 30 DAYS,Corrections and Rehabilitation,Grinding and sanding and polishing equipment and supplies
335.,335_1,04-06-2014,2013-2014,NON-IT Services,"$5,000.00",USD,Canon copier maintenance,"$5,000.00",1.,Each,Ray Morgan Company,Printer maintenance,Computer services,Engineering and Research and Technology Based Services,NET 30 DAYS,Peace Officer Standards and Training,Computer hardware maintenance and support
337.,337_1,10-05-2013,2012-2013,NON-IT Services,$-,USD,WATER TENDER FOR GOING FIRE,$-,1.,Each,"MERLIN JOHNSON CONSTRUCTION, INC.",Water trucks,Motor vehicles,Commercial and Military and Private Vehicles and their Accessories and Components,NET 45 DAYS,Forestry and Fire Protection,Product and material transport vehicles
338.,338_2,05-14-2013,2012-2013,NON-IT Goods,"$31,762.08",USD,"ASQ-SE Questionnaires, Spanish",$115.92,274.,Each,Brookes Publishing,Multi-media educational software,Software,Information Technology Broadcasting and Telecommunications,PCARD,Education,Educational or reference software
339.,339_1,05-06-2014,2013-2014,IT Goods,"$7,700.00",USD,Juniper Equipment,"$7,700.00",1.,Each,Juniper Networks,Computer or network or internet security,Computer services,Engineering and Research and Technology Based Services,NET 45 DAYS,California Department of Technology,System and system component administration services
340.,340_3,05-14-2013,2012-2013,NON-IT Goods,"$-6,871.69",USD,Applied Discount,"$-6,871.69",1.,Each,Systems & Space Inc,Storage racks or shelves,Material handling machinery and equipment,Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies,NET 30 DAYS,Library,Shelving and storage
340.,340_7,05-14-2013,2012-2013,NON-IT Goods,$627.16,USD,Steel Panel,$627.16,1.,Each,Systems & Space Inc,Storage racks or shelves,Material handling machinery and equipment,Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies,NET 30 DAYS,Library,Shelving and storage
343.,343_1,05-15-2013,2012-2013,NON-IT Goods,"$21,470.00",USD,Dry fish food,"$21,470.00",1.,Each,"Nelson & Sons, Inc",Fish food pellets,Animal feed,Live Plant and Animal Material and Accessories and Supplies,NET 30 DAYS,Fish and Wildlife,Fish food
347.,347_1,05-15-2013,2012-2013,NON-IT Goods,"$20,557.00",USD,Dry Fish Food,"$20,557.00",1.,Each,"Nelson & Sons, Inc",Fish food pellets,Animal feed,Live Plant and Animal Material and Accessories and Supplies,NET 30 DAYS,Fish and Wildlife,Fish food
352.,352_1,05-14-2015,2014-2015,NON-IT Goods,"$1,760.95",USD,"California Civil Appellate Practice, #rd Edition, Print        (CP32430)",$352.19,5.,Each,Unknown,Code book,Printed media,Published Products,NET 45 DAYS,Agricultural Labor Relations Board,Printed publications
352.,352_5,05-14-2015,2014-2015,NON-IT Goods,$710.95,USD,"CEB Action Guide: Enforcing Civil Money Judgments, Print",$142.19,5.,Each,Unknown,Code book,Printed media,Published Products,NET 45 DAYS,Agricultural Labor Relations Board,Printed publications
352.,352_9,05-14-2015,2014-2015,NON-IT Goods,$710.95,USD,CEB Action Guide: Preparing for Trial        (CP11132),$142.19,5.,Each,Unknown,Code book,Printed media,Published Products,NET 45 DAYS,Agricultural Labor Relations Board,Printed publications
354.,354_1,05-06-2014,2013-2014,NON-IT Services,"$300,000.00",USD,Contractor will manage the consulting and administrative needs for  the establishment of Turnaround Arts CA.,"$300,000.00",1.,Each,Californians Dedicated to Education Foundation (CDEF),Educational or teacher associations,Work related organizations,Organizations and Clubs,PCARD,Arts Council,Professional associations
356.,356_2,05-16-2013,2012-2013,NON-IT Goods,"$49,677.00",USD,Dry Fish Food,"$49,677.00",1.,Each,"Nelson & Sons, Inc",Fish food pellets,Animal feed,Live Plant and Animal Material and Accessories and Supplies,Unspecified,Fish and Wildlife,Fish food
357.,357_4,06-06-2014,2013-2014,IT Services,"$2,500.00",USD,"ArcGIS Online Level 1 Plan; Includes Up to 5 Named Users and 2,500Service Credits","$2,500.00",1.,Each,JOHNNYS TREE SERVICE,Maintenance or support fees,Computer services,Engineering and Research and Technology Based Services,NET 45 DAYS,Public Health,Software maintenance and support
